0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
4.5E-4,0.00423,0.00335,0.00447,0.0029,0.00362,0.00512,0.00191,0.04585,0.00132,0.0048,0.00126,0.0043,9.2E-4,0.00479,0.0,0.00522,0.00347,9.9E-4,0.00219,0.00466,0.00355,0.00194,0.00384,0.00612,0.00383,0.00447,0.00357,0.0,0.00529,0.00332,0.00769,0.0036,0.00583,0.00457,0.0011,0.00548,0.00349,0.00865,0.02027,culture-arts-entertainment
0.0,3.2E-4,0.0,0.0,1.0E-5,0.0,0.0,0.0,0.01032,0.0,3.1E-4,0.0,9.2E-4,0.0,0.0,0.0,2.0E-5,0.0,0.0,0.0,8.0E-5,0.0,0.0,0.0,8.3E-4,0.0,0.0,0.0,0.0,0.00111,5.0E-5,2.4E-4,1.2E-4,0.0,5.0E-5,0.0,0.0,3.0E-5,4.0E-5,0.0,culture-arts-entertainment
4.0E-5,6.7E-4,6.7E-4,3.1E-4,3.9E-4,6.0E-5,9.1E-4,0.00149,0.00538,8.3E-4,0.00243,7.4E-4,5.3E-4,7.1E-4,9.3E-4,0.0,4.8E-4,3.6E-4,8.4E-4,7.1E-4,5.0E-4,7.3E-4,2.7E-4,7.0E-5,0.00397,5.6E-4,0.00132,6.1E-4,0.0,0.00118,0.00123,0.00132,8.1E-4,2.6E-4,0.00107,4.9E-4,5.6E-4,9.4E-4,5.2E-4,8.6E-4,culture-arts-entertainment
8.0E-5,1.1E-4,5.5E-4,1.9E-4,2.0E-4,1.0E-5,4.0E-5,0.001,0.00262,3.0E-4,0.0,7.0E-5,0.0034,1.9E-4,2.4E-4,0.0,2.0E-5,9.0E-5,9.0E-5,9.0E-5,8.0E-5,1.3E-4,2.0E-4,9.0E-5,2.0E-5,7.0E-5,5.0E-5,2.7E-4,0.0,3.1E-4,7.0E-5,7.0E-5,1.5E-4,0.00185,2.2E-4,0.0,5.0E-5,1.1E-4,2.3E-4,2.7E-4,culture-arts-entertainment
1.3E-4,7.1E-4,7.8E-4,9.6E-4,0.00109,9.3E-4,0.0027,8.0E-5,0.00995,2.9E-4,0.0,6.7E-4,0.00108,5.6E-4,0.0011,0.0,7.9E-4,8.3E-4,3.8E-4,9.5E-4,2.7E-4,0.00156,0.00107,6.8E-4,8.0E-5,4.2E-4,7.7E-4,0.00123,0.0,0.00146,8.1E-4,5.7E-4,7.8E-4,2.8E-4,6.2E-4,2.4E-4,6.7E-4,3.1E-4,7.7E-4,3.9E-4,culture-arts-entertainment
3.1E-4,0.00203,0.00452,9.6E-4,8.9E-4,8.6E-4,0.00219,0.00154,0.03478,4.6E-4,0.00176,9.7E-4,0.00171,3.1E-4,0.00164,0.0,4.4E-4,7.1E-4,2.9E-4,1.2E-4,3.0E-5,5.1E-4,5.9E-4,5.6E-4,0.00255,2.2E-4,4.7E-4,8.8E-4,0.0,0.00478,6.4E-4,0.00299,6.4E-4,3.9E-4,7.4E-4,2.0E-4,6.6E-4,0.00107,0.00263,0.00417,culture-arts-entertainment
0.0,2.2E-4,5.0E-5,6.0E-5,1.1E-4,0.0,0.0,0.0,0.00717,1.0E-5,2.1E-4,0.0,5.1E-4,0.0,1.0E-5,0.0,3.0E-5,1.0E-5,0.0,3.0E-5,5.0E-5,6.0E-5,1.0E-5,0.0,0.0,0.0,4.0E-5,1.0E-5,0.0,7.7E-4,7.0E-5,1.8E-4,9.0E-5,3.0E-5,1.4E-4,0.0,5.0E-5,2.0E-5,5.0E-5,0.0,culture-arts-entertainment
4.0E-5,3.1E-4,8.0E-4,7.0E-4,9.7E-4,4.6E-4,2.0E-4,9.6E-4,0.00231,4.8E-4,0.0,0.0,1.4E-4,4.0E-5,0.00121,0.0,3.2E-4,5.3E-4,0.0,4.2E-4,4.3E-4,4.5E-4,2.4E-4,0.0,5.6E-4,3.0E-5,2.4E-4,4.7E-4,0.0,9.0E-5,1.9E-4,1.8E-4,4.5E-4,0.00594,3.6E-4,3.0E-5,2.4E-4,5.6E-4,0.00308,0.0,culture-arts-entertainment
1.0E-5,0.00157,7.5E-4,3.5E-4,2.8E-4,1.4E-4,4.4E-4,0.00184,0.02974,3.9E-4,0.00165,2.6E-4,0.00232,8.5E-4,5.3E-4,0.0,3.7E-4,1.4E-4,5.2E-4,3.9E-4,3.3E-4,4.2E-4,1.9E-4,1.9E-4,0.00309,1.9E-4,7.6E-4,4.7E-4,0.0,0.00365,6.8E-4,0.00123,8.4E-4,2.9E-4,0.0012,1.5E-4,2.8E-4,4.8E-4,6.2E-4,4.5E-4,culture-arts-entertainment
1.0E-4,9.8E-4,9.0E-5,4.0E-5,1.0E-4,1.7E-4,0.00163,5.5E-4,0.02001,1.8E-4,0.00116,1.6E-4,0.00113,8.0E-5,3.0E-5,0.0,8.0E-5,1.7E-4,6.0E-5,9.0E-5,6.0E-5,2.0E-4,3.0E-5,5.0E-5,0.00116,1.9E-4,3.0E-5,1.4E-4,0.0,0.00239,3.0E-5,0.00125,1.6E-4,8.0E-5,1.9E-4,3.0E-5,2.3E-4,1.7E-4,1.3E-4,3.5E-4,culture-arts-entertainment
7.0E-5,5.2E-4,3.0E-5,2.8E-4,4.0E-5,3.4E-4,1.0E-4,9.0E-5,0.00997,4.0E-5,7.0E-5,0.0,0.00116,0.0,7.0E-5,0.0,1.4E-4,7.0E-5,8.0E-5,7.3E-4,0.0,1.4E-4,7.0E-5,0.0,2.5E-4,1.4E-4,3.0E-5,7.0E-5,0.0,0.00151,1.1E-4,2.0E-5,2.7E-4,2.0E-5,1.5E-4,2.1E-4,3.0E-4,4.0E-5,1.6E-4,5.0E-5,culture-arts-entertainment
4.0E-5,1.9E-4,0.00174,4.0E-4,3.1E-4,1.4E-4,1.7E-4,9.0E-5,0.0066,1.2E-4,4.1E-4,3.9E-4,5.0E-4,1.3E-4,3.1E-4,0.0,1.5E-4,1.6E-4,1.0E-4,1.0E-4,1.0E-4,1.3E-4,2.8E-4,1.6E-4,1.4E-4,1.1E-4,2.3E-4,3.1E-4,0.0,8.9E-4,1.5E-4,3.2E-4,3.3E-4,1.0E-4,2.3E-4,0.0,2.5E-4,2.3E-4,9.1E-4,1.9E-4,culture-arts-entertainment
2.4E-4,7.1E-4,1.2E-4,2.0E-4,3.0E-5,4.0E-5,2.1E-4,4.3E-4,0.01552,1.0E-4,2.0E-4,3.4E-4,0.0018,3.0E-4,7.3E-4,0.0,7.0E-5,4.0E-5,1.6E-4,2.0E-4,4.0E-5,1.3E-4,9.0E-5,7.0E-5,0.0,8.0E-5,4.0E-4,1.9E-4,0.0,0.00189,5.0E-5,7.0E-5,3.1E-4,9.0E-5,1.9E-4,3.4E-4,5.0E-5,7.1E-4,2.5E-4,1.6E-4,culture-arts-entertainment
1.5E-4,0.00193,0.00255,0.00102,8.1E-4,0.00161,0.00111,3.0E-5,0.01037,4.2E-4,4.7E-4,4.8E-4,0.00474,0.00105,0.00151,0.0,0.00459,0.00252,4.5E-4,0.00101,0.00353,0.00161,8.9E-4,0.00157,9.1E-4,0.00367,0.00288,0.0018,0.0,0.0019,0.00139,0.00158,0.00221,0.00441,0.00304,6.0E-5,0.00419,0.00193,0.00363,2.1E-4,culture-arts-entertainment
7.0E-5,0.00104,0.00139,4.9E-4,1.9E-4,8.0E-5,2.1E-4,6.3E-4,0.02112,1.6E-4,3.0E-5,3.4E-4,0.00223,1.0E-4,3.4E-4,0.0,1.1E-4,1.3E-4,3.6E-4,7.2E-4,4.0E-5,2.4E-4,2.0E-4,6.0E-5,1.0E-4,1.7E-4,3.7E-4,3.2E-4,0.00143,0.00271,5.9E-4,3.1E-4,4.2E-4,1.1E-4,3.1E-4,1.3E-4,3.2E-4,2.8E-4,8.1E-4,2.1E-4,culture-arts-entertainment
1.9E-4,4.9E-4,3.3E-4,1.6E-4,1.5E-4,2.0E-5,0.00238,7.9E-4,0.00964,1.2E-4,7.0E-5,6.0E-5,0.00108,6.0E-5,3.5E-4,0.0,3.0E-5,5.0E-4,2.6E-4,3.1E-4,0.0,2.0E-4,2.4E-4,8.0E-5,0.0,7.0E-5,5.0E-5,1.3E-4,0.0,0.00205,1.6E-4,1.4E-4,1.2E-4,1.2E-4,7.0E-5,1.6E-4,3.0E-5,5.0E-4,1.9E-4,4.3E-4,culture-arts-entertainment
7.0E-4,0.00119,0.0035,0.00127,0.00107,0.00107,9.0E-5,0.0,0.00126,6.8E-4,5.6E-4,7.3E-4,0.00144,6.7E-4,8.3E-4,0.0,0.00114,0.00152,9.3E-4,7.2E-4,0.00119,0.00124,0.0012,5.0E-4,1.0E-4,0.00123,0.00176,0.00119,0.0,8.4E-4,0.001,7.7E-4,0.00163,8.4E-4,0.00106,9.0E-4,0.00153,0.00126,0.00141,2.9E-4,culture-arts-entertainment
1.2E-4,7.1E-4,5.1E-4,6.9E-4,7.1E-4,4.3E-4,3.7E-4,9.1E-4,0.01388,0.00168,0.0,2.6E-4,0.00158,3.7E-4,8.3E-4,0.0,3.5E-4,5.5E-4,2.5E-4,3.9E-4,4.5E-4,3.6E-4,6.3E-4,8.8E-4,2.6E-4,2.7E-4,2.1E-4,3.9E-4,0.0,0.00164,4.6E-4,3.6E-4,6.3E-4,6.8E-4,2.4E-4,1.7E-4,3.6E-4,8.7E-4,9.1E-4,0.0,culture-arts-entertainment
2.0E-5,4.8E-4,7.2E-4,8.7E-4,9.3E-4,5.8E-4,8.6E-4,0.00126,0.00463,6.8E-4,0.00248,5.4E-4,5.0E-5,3.9E-4,0.0013,0.0,0.00107,6.3E-4,0.00108,9.2E-4,4.8E-4,0.00145,8.1E-4,2.0E-4,0.00377,5.0E-4,0.00167,0.00136,0.0,0.00115,0.0014,0.00234,0.00136,2.7E-4,0.0014,3.2E-4,6.0E-4,5.8E-4,0.00113,8.9E-4,culture-arts-entertainment
1.3E-4,3.6E-4,5.6E-4,3.0E-4,3.0E-4,1.0E-4,4.9E-4,0.00103,0.00683,4.2E-4,0.00232,3.4E-4,4.0E-5,7.5E-4,0.00103,0.0,4.3E-4,1.8E-4,0.00105,4.0E-4,2.5E-4,3.1E-4,3.4E-4,1.2E-4,0.0034,2.7E-4,9.5E-4,3.7E-4,0.0,9.4E-4,8.5E-4,9.3E-4,7.7E-4,1.3E-4,7.1E-4,2.2E-4,3.1E-4,6.6E-4,0.00104,7.6E-4,culture-arts-entertainment
1.1E-4,9.0E-5,1.1E-4,1.3E-4,5.0E-5,4.0E-5,6.4E-4,0.0,0.00582,6.0E-5,1.4E-4,0.0,1.0E-4,0.0,1.6E-4,0.0,4.0E-5,7.0E-5,1.4E-4,5.0E-5,4.0E-5,2.0E-5,1.6E-4,0.0,3.0E-5,8.0E-5,1.2E-4,1.2E-4,0.0,4.6E-4,1.4E-4,2.1E-4,2.0E-4,0.0,1.7E-4,4.0E-5,5.0E-5,3.1E-4,1.4E-4,9.0E-5,culture-arts-entertainment
1.2E-4,1.9E-4,1.1E-4,1.2E-4,7.0E-5,4.0E-5,6.2E-4,0.0,0.00608,6.0E-5,2.3E-4,1.5E-4,2.6E-4,0.0,1.2E-4,0.0,3.0E-5,9.0E-5,2.1E-4,6.0E-5,1.1E-4,2.0E-5,3.9E-4,6.0E-5,0.0,7.0E-5,2.8E-4,2.1E-4,0.0,3.2E-4,2.7E-4,3.8E-4,2.4E-4,0.0,3.6E-4,3.0E-5,8.0E-5,3.3E-4,7.0E-5,7.0E-5,culture-arts-entertainment
1.2E-4,3.4E-4,3.5E-4,0.00141,9.6E-4,9.4E-4,4.2E-4,4.0E-5,0.00588,3.2E-4,7.0E-5,4.6E-4,1.0E-4,0.0,8.5E-4,0.0,0.00104,8.1E-4,3.3E-4,6.4E-4,4.6E-4,0.00143,0.0015,2.1E-4,2.0E-5,5.1E-4,0.00103,0.00159,0.0,0.00118,7.5E-4,4.5E-4,0.0019,5.7E-4,0.00116,2.6E-4,0.00139,1.3E-4,5.9E-4,3.7E-4,culture-arts-entertainment
1.0E-5,3.2E-4,5.7E-4,8.7E-4,6.4E-4,2.4E-4,5.9E-4,9.9E-4,0.01638,6.3E-4,0.00128,3.6E-4,0.0,2.6E-4,7.2E-4,0.0,4.7E-4,4.8E-4,0.00112,4.3E-4,2.9E-4,6.2E-4,0.0022,9.0E-5,0.0027,1.5E-4,0.00112,5.0E-4,0.0,0.00166,7.6E-4,7.6E-4,0.00134,5.1E-4,0.00115,1.4E-4,5.6E-4,4.2E-4,8.1E-4,4.6E-4,culture-arts-entertainment
1.0E-4,3.9E-4,5.9E-4,3.5E-4,3.9E-4,1.7E-4,4.1E-4,8.9E-4,0.00504,4.5E-4,0.00237,3.6E-4,1.7E-4,7.9E-4,8.8E-4,0.0,4.0E-4,3.2E-4,0.001,6.1E-4,3.9E-4,3.4E-4,1.9E-4,5.0E-5,0.00281,3.3E-4,0.00125,5.2E-4,0.0,5.3E-4,0.00106,9.0E-4,6.5E-4,2.2E-4,7.2E-4,0.00114,3.7E-4,8.9E-4,9.6E-4,4.6E-4,culture-arts-entertainment
1.0E-4,6.1E-4,7.0E-4,8.1E-4,4.5E-4,2.7E-4,4.9E-4,0.00103,0.00423,4.7E-4,0.00234,4.4E-4,3.3E-4,8.5E-4,8.8E-4,0.0,5.6E-4,3.1E-4,9.4E-4,7.2E-4,4.3E-4,4.0E-4,4.7E-4,6.0E-5,0.00335,4.2E-4,0.00143,6.7E-4,0.0,6.3E-4,0.00122,0.00119,8.0E-4,3.3E-4,7.6E-4,0.00146,4.4E-4,7.4E-4,7.2E-4,5.6E-4,culture-arts-entertainment
0.0,0.0,1.0E-4,6.1E-4,1.0E-4,4.7E-4,1.8E-4,1.3E-4,0.00418,5.3E-4,0.00145,3.9E-4,0.0,5.0E-5,7.1E-4,0.0,7.0E-5,6.9E-4,5.6E-4,4.0E-4,1.1E-4,4.6E-4,1.8E-4,0.0,8.0E-5,2.9E-4,0.00136,6.1E-4,0.0,2.7E-4,0.00127,6.3E-4,2.6E-4,1.7E-4,9.1E-4,0.00127,1.9E-4,6.6E-4,5.4E-4,1.0E-4,culture-arts-entertainment
3.0E-5,3.6E-4,7.1E-4,4.1E-4,5.3E-4,1.1E-4,8.6E-4,9.7E-4,0.0034,5.1E-4,0.00442,0.00177,3.4E-4,7.9E-4,8.2E-4,0.0,7.9E-4,5.8E-4,8.6E-4,0.00104,5.1E-4,0.00173,3.2E-4,1.0E-4,0.00297,0.00162,0.00101,8.7E-4,0.0,7.5E-4,9.4E-4,0.00114,5.2E-4,6.4E-4,8.7E-4,4.0E-4,0.00137,0.00106,7.5E-4,4.6E-4,culture-arts-entertainment
3.0E-5,3.0E-5,2.0E-5,1.8E-4,5.0E-5,3.0E-5,2.9E-4,0.0,0.00523,4.0E-5,8.7E-4,0.0,7.0E-5,4.0E-5,3.1E-4,0.0,8.0E-5,1.3E-4,3.2E-4,7.0E-5,3.0E-5,1.5E-4,1.9E-4,4.2E-4,7.0E-5,8.0E-5,1.4E-4,1.8E-4,0.0,1.7E-4,1.9E-4,1.6E-4,2.3E-4,1.0E-4,1.7E-4,8.0E-5,1.4E-4,9.0E-5,3.0E-4,0.0,culture-arts-entertainment
3.2E-4,3.9E-4,3.8E-4,0.00116,3.7E-4,1.1E-4,6.1E-4,0.00133,0.00865,3.8E-4,0.00155,5.3E-4,1.1E-4,0.0,0.0012,0.0,1.8E-4,1.6E-4,0.00127,2.8E-4,2.6E-4,8.1E-4,3.0E-4,1.1E-4,0.0,1.8E-4,0.00108,5.6E-4,0.0,3.3E-4,0.00233,0.00178,6.1E-4,5.0E-5,9.2E-4,2.3E-4,7.0E-4,7.4E-4,8.5E-4,3.8E-4,culture-arts-entertainment
2.4E-4,3.9E-4,4.2E-4,0.00178,4.5E-4,1.0E-4,8.0E-4,0.00153,0.00704,5.8E-4,0.00187,3.9E-4,1.2E-4,5.0E-5,0.00115,0.0,2.6E-4,3.8E-4,0.00105,6.2E-4,2.1E-4,0.00123,5.3E-4,6.0E-5,6.0E-5,2.9E-4,0.00245,0.00118,0.0,4.3E-4,0.00375,0.00226,8.4E-4,1.5E-4,0.00157,0.00146,8.6E-4,0.00124,5.9E-4,3.8E-4,culture-arts-entertainment
0.0,0.00183,0.00203,0.00118,4.2E-4,0.00171,6.0E-4,1.1E-4,0.00708,3.2E-4,3.7E-4,5.4E-4,0.00513,0.00112,0.00166,0.0,0.00497,0.0026,5.8E-4,9.8E-4,0.00361,0.00168,0.00107,0.00175,5.0E-5,0.00395,0.003,0.00145,0.0,0.00111,0.00144,7.5E-4,0.00235,0.0048,0.00247,0.0,0.00419,0.00201,0.00406,0.0,culture-arts-entertainment
2.0E-5,0.0,3.3E-4,2.3E-4,1.2E-4,1.0E-4,0.00507,0.0,0.0052,2.2E-4,0.00141,2.3E-4,8.0E-5,1.9E-4,6.2E-4,0.0,1.6E-4,3.6E-4,0.00123,1.8E-4,1.0E-4,2.7E-4,1.9E-4,0.0,0.0,3.5E-4,3.6E-4,4.7E-4,0.0,3.5E-4,2.5E-4,1.1E-4,2.0E-4,1.8E-4,2.1E-4,2.7E-4,4.0E-4,5.1E-4,7.8E-4,3.0E-5,culture-arts-entertainment
9.0E-5,0.0,1.0E-5,2.0E-5,1.0E-5,2.0E-5,7.0E-5,0.0,0.00293,0.0,5.2E-4,0.0,0.0,0.0,3.3E-4,0.0,0.0,2.0E-5,3.4E-4,3.0E-5,5.0E-5,4.0E-5,9.0E-5,8.0E-5,8.0E-5,1.6E-4,5.0E-5,3.9E-4,0.0,0.0,7.0E-5,3.0E-5,0.0,0.0,4.0E-5,0.0,3.0E-5,8.0E-5,3.7E-4,0.0,culture-arts-entertainment
2.0E-5,0.00117,0.00219,0.00107,0.0014,2.5E-4,0.00257,0.0039,0.00657,0.0017,0.01141,0.00414,6.0E-4,0.00205,0.00222,0.0,0.00213,0.0012,0.00278,0.00256,0.00136,0.00375,7.3E-4,0.0,0.01227,0.00333,0.00373,0.00212,0.0,0.00261,0.00324,0.00392,0.00211,0.0014,0.00284,0.00118,0.00309,0.00264,0.00176,0.00202,culture-arts-entertainment
9.0E-5,2.3E-4,3.6E-4,2.2E-4,1.9E-4,5.0E-5,7.2E-4,8.3E-4,0.00658,3.3E-4,0.00199,2.7E-4,0.0,3.2E-4,7.9E-4,0.0,2.8E-4,1.0E-4,9.6E-4,3.1E-4,2.0E-4,2.0E-4,2.5E-4,0.0,0.00273,5.1E-4,8.0E-4,3.5E-4,0.0,6.9E-4,6.3E-4,8.4E-4,5.3E-4,9.0E-5,5.3E-4,3.0E-4,2.5E-4,5.4E-4,7.4E-4,5.6E-4,culture-arts-entertainment
1.0E-5,0.0,8.0E-5,4.7E-4,6.0E-5,6.0E-5,1.6E-4,6.0E-5,0.00146,1.5E-4,0.00102,3.8E-4,4.0E-5,4.0E-5,3.7E-4,0.0,7.0E-5,1.4E-4,5.8E-4,4.7E-4,6.0E-5,6.8E-4,1.5E-4,0.0,2.0E-5,1.6E-4,0.00117,5.2E-4,0.0,3.0E-5,0.00104,4.5E-4,1.9E-4,1.9E-4,6.8E-4,0.0011,1.4E-4,5.8E-4,2.7E-4,6.0E-5,culture-arts-entertainment
6.0E-5,1.3E-4,0.00164,8.4E-4,2.3E-4,1.5E-4,3.5E-4,8.0E-5,0.00331,0.00301,4.2E-4,3.6E-4,5.0E-5,2.5E-4,8.3E-4,0.0,2.0E-4,1.6E-4,4.5E-4,3.9E-4,4.0E-5,2.6E-4,2.8E-4,1.5E-4,1.8E-4,2.4E-4,4.1E-4,4.9E-4,0.0,2.5E-4,3.4E-4,4.4E-4,3.5E-4,1.6E-4,3.9E-4,2.8E-4,4.0E-4,8.3E-4,0.00123,2.2E-4,culture-arts-entertainment
2.0E-5,0.00198,0.00217,0.00125,4.4E-4,0.00181,6.4E-4,0.0,0.00244,3.7E-4,3.3E-4,6.3E-4,0.00529,0.00242,0.00155,0.0,0.00536,0.00275,3.8E-4,0.00153,0.00382,0.00177,8.4E-4,0.00185,1.2E-4,0.00445,0.00323,0.00151,0.0,9.8E-4,0.00155,0.00171,0.00242,0.00506,0.0029,7.5E-4,0.00689,0.00205,0.00402,0.0,culture-arts-entertainment
0.0,0.00201,0.00228,0.00121,4.7E-4,0.00197,6.4E-4,4.0E-5,0.0025,3.8E-4,7.0E-5,6.7E-4,0.00562,0.00126,0.00161,0.0,0.00556,0.00289,4.3E-4,0.00111,0.00406,0.00187,8.6E-4,0.00197,3.0E-5,0.00447,0.00336,0.00156,0.0,8.4E-4,0.00158,9.7E-4,0.00249,0.00537,0.00272,8.0E-5,0.00547,0.00218,0.0042,0.0,culture-arts-entertainment
3.0E-5,2.9E-4,2.0E-5,4.0E-5,8.0E-5,3.0E-5,0.0,0.0,0.0,2.0E-5,5.6E-4,0.0,8.0E-5,0.0,1.3E-4,0.0,2.8E-4,9.0E-5,1.0E-4,1.5E-4,2.9E-4,1.6E-4,0.0,0.0,0.0,6.1E-4,1.4E-4,2.0E-5,0.0,0.0,3.3E-4,0.00154,1.2E-4,4.0E-5,4.1E-4,0.00114,0.00323,0.0,2.0E-5,0.0,culture-arts-entertainment
0.0,0.0,0.0,1.0E-5,1.0E-5,0.0,0.0,0.0,0.0,0.0,5.6E-4,6.7E-4,0.0,0.00278,5.0E-5,0.0,1.5E-4,6.0E-5,0.0,3.0E-5,0.0,1.3E-4,1.0E-5,0.0,3.0E-5,2.4E-4,5.0E-5,1.5E-4,0.0,0.0,9.0E-5,5.1E-4,3.0E-5,0.0,2.1E-4,3.9E-4,0.00267,0.0,3.0E-5,0.0,culture-arts-entertainment
1.3E-4,2.2E-4,5.0E-5,1.6E-4,2.5E-4,0.0,1.2E-4,1.0E-4,1.2E-4,9.0E-5,3.0E-4,2.2E-4,1.3E-4,8.0E-5,2.3E-4,0.0,1.0E-4,4.0E-4,8.0E-5,1.0E-4,0.0,1.1E-4,9.0E-5,9.0E-5,0.0,4.9E-4,1.0E-4,3.1E-4,0.0,5.0E-5,1.7E-4,6.2E-4,4.0E-5,0.0,2.5E-4,5.4E-4,0.0014,1.2E-4,4.0E-5,5.3E-4,culture-arts-entertainment
2.8E-4,0.00122,6.9E-4,4.3E-4,4.7E-4,1.6E-4,6.0E-4,0.00125,9.9E-4,4.7E-4,0.00197,6.3E-4,0.0,0.00165,5.2E-4,0.0,0.00109,3.9E-4,9.7E-4,0.00141,3.4E-4,7.4E-4,1.2E-4,2.1E-4,0.00407,8.0E-4,0.00115,3.2E-4,0.0,9.0E-4,0.00176,0.00152,0.00107,2.0E-4,9.5E-4,6.3E-4,0.00244,4.5E-4,7.4E-4,6.5E-4,culture-arts-entertainment
4.1E-4,3.2E-4,9.4E-4,0.00136,8.2E-4,0.00102,8.6E-4,5.9E-4,4.5E-4,6.5E-4,3.7E-4,7.5E-4,4.6E-4,1.1E-4,7.9E-4,0.0,5.8E-4,9.9E-4,7.0E-4,0.00144,4.0E-4,0.00103,0.00128,0.00135,4.1E-4,6.8E-4,8.6E-4,0.0014,0.0,8.2E-4,0.00199,0.00108,0.00161,4.1E-4,8.3E-4,3.5E-4,0.00188,0.001,0.00106,3.1E-4,culture-arts-entertainment
4.9E-4,4.2E-4,0.0057,0.0028,0.00128,9.5E-4,0.00201,0.00303,0.00196,0.00153,0.00279,0.00224,3.4E-4,0.00105,0.00244,0.0,0.00124,0.00168,0.00177,0.0018,6.5E-4,0.00187,0.00218,7.7E-4,0.00373,0.00121,0.00356,0.00304,0.0,0.00176,0.00471,0.00351,0.00241,8.6E-4,0.00276,0.00196,0.00327,0.00209,0.00354,0.00148,culture-arts-entertainment
4.6E-4,2.0E-4,0.00195,0.00385,8.0E-4,7.3E-4,0.0011,6.2E-4,0.00324,0.00136,0.00682,0.00235,2.4E-4,3.6E-4,0.00323,0.0,7.6E-4,0.00119,0.002,0.00247,2.5E-4,0.0029,0.00152,9.0E-5,0.0,0.00126,0.0078,0.00371,0.0,3.3E-4,0.00739,0.00416,0.00148,9.3E-4,0.00378,0.00698,0.00151,0.00357,0.00167,6.5E-4,culture-arts-entertainment
2.4E-4,4.8E-4,8.3E-4,0.00127,8.6E-4,8.1E-4,5.4E-4,6.7E-4,0.00117,6.5E-4,0.00195,6.5E-4,4.1E-4,2.2E-4,0.00116,0.0,9.1E-4,0.00111,0.00185,0.00112,4.4E-4,0.00166,9.0E-4,7.0E-5,0.0,9.7E-4,0.00232,0.00178,0.0,4.5E-4,0.00206,0.0015,7.0E-4,8.1E-4,0.00133,0.00208,0.00224,9.1E-4,9.7E-4,3.1E-4,culture-arts-entertainment
2.4E-4,4.8E-4,0.00256,0.00162,6.7E-4,2.6E-4,8.0E-4,0.00281,0.00205,0.00102,0.00298,0.00118,2.3E-4,0.0019,0.00133,0.0,6.3E-4,3.9E-4,0.00119,9.5E-4,7.5E-4,0.00107,6.8E-4,2.7E-4,0.00384,6.2E-4,0.00273,0.00165,0.0,8.9E-4,0.00228,0.00261,0.00105,9.5E-4,0.0021,0.00173,0.00144,0.0016,0.0015,0.00112,culture-arts-entertainment
4.7E-4,2.8E-4,6.4E-4,4.8E-4,2.1E-4,1.9E-4,2.9E-4,1.8E-4,4.4E-4,4.0E-4,4.7E-4,0.0,2.3E-4,1.1E-4,5.4E-4,0.0,3.1E-4,2.1E-4,9.5E-4,2.4E-4,8.0E-5,2.8E-4,4.6E-4,1.3E-4,0.0,3.5E-4,0.00101,6.6E-4,0.0,1.1E-4,6.4E-4,0.00431,5.2E-4,0.0,7.7E-4,7.4E-4,0.00207,3.8E-4,2.7E-4,1.5E-4,culture-arts-entertainment
7.3E-4,2.9E-4,0.00127,6.3E-4,0.00177,0.00191,2.1E-4,3.9E-4,5.0E-5,1.4E-4,5.9E-4,2.8E-4,2.4E-4,0.0,1.6E-4,0.0,9.2E-4,3.7E-4,2.3E-4,1.9E-4,8.0E-5,2.5E-4,0.00177,8.5E-4,2.0E-5,5.2E-4,8.0E-5,3.7E-4,0.0,0.0,4.3E-4,1.4E-4,3.1E-4,1.8E-4,8.0E-5,1.1E-4,9.7E-4,1.1E-4,3.6E-4,0.0,culture-arts-entertainment
0.00296,0.00152,5.2E-4,8.7E-4,8.7E-4,0.00312,0.00782,1.4E-4,5.2E-4,4.3E-4,0.00903,4.0E-5,4.0E-5,9.0E-5,5.0E-5,0.0,6.2E-4,8.8E-4,0.00137,7.0E-5,3.0E-5,9.8E-4,5.6E-4,1.6E-4,5.0E-5,9.0E-4,1.4E-4,0.00116,0.0,3.0E-5,2.0E-5,0.00233,0.07351,3.0E-5,0.00308,3.0E-5,0.01262,0.00274,2.9E-4,9.0E-5,culture-arts-entertainment
1.2E-4,2.6E-4,2.2E-4,6.8E-4,1.1E-4,1.7E-4,2.9E-4,1.0E-4,4.3E-4,6.0E-5,0.00199,0.00124,6.0E-5,1.4E-4,3.4E-4,0.0,4.3E-4,1.1E-4,4.3E-4,3.8E-4,2.5E-4,2.0E-4,7.0E-5,9.0E-5,9.0E-5,4.3E-4,5.4E-4,0.00102,0.0,6.2E-4,2.8E-4,3.7E-4,6.1E-4,5.8E-4,5.1E-4,5.4E-4,0.00169,3.3E-4,1.6E-4,0.0,culture-arts-entertainment
2.0E-5,0.0,0.0,0.0,0.0,4.0E-5,0.0,4.0E-5,1.0E-5,0.0,0.0022,7.0E-4,0.0,0.0,3.0E-5,0.0,1.0E-5,0.0,3.0E-5,1.0E-5,0.0,0.0,0.0,0.0,0.0,2.4E-4,1.0E-5,8.0E-5,0.0,0.0,0.0,1.2E-4,2.0E-5,0.0,2.0E-5,7.0E-5,3.4E-4,0.0,1.0E-5,1.9E-4,culture-arts-entertainment
